,prev_chapter,prev_section,prev_cg,next_chapter,next_section,next_cg,junyi_code,level,learning_content,pre_code,para_code,theme,topic
346,八年級,三角形的基本性質,S-8-8,九年級,平行線截比例線段,S-9-3,js-8-08,主題,三角形的基本性質：等腰三角形兩底角相等；非等腰三角形大角對大邊，大邊對大角；三角形兩邊和大於第三邊；外角等於其內對角和。,"S-7-1,S-7-4,N-7-9,S-7-5","S-8-6,S-8-10,S-8-2,S-8-3,S-8-5,N-9-1",S,
346,八年級,三角形的基本性質,S-8-8,十一年級,三角不等式,G-11A-4,js-8-08,主題,三角形的基本性質：等腰三角形兩底角相等；非等腰三角形大角對大邊，大邊對大角；三角形兩邊和大於第三邊；外角等於其內對角和。,"S-7-1,S-7-4,N-7-9,S-7-5","S-8-6,S-8-10,S-8-2,S-8-3,S-8-5,N-9-1",S,
347,八年級,三角形三邊長的關係,S-8-8,,,,jsc-8-08-1-1,分隔線,,,,,
348,八年級,三角形外角性質,S-8-8,,,,jsc-8-08-2-1,分隔線,,,,,
349,八年級,三角形的邊角關係,S-8-8,,,,jsc-8-08-3-1,分隔線,,,,,
350,八年級,平行四邊形的基本性質,S-8-9,九年級,圖形縮放與多邊形相似,S-9-1,js-8-09,主題,平行四邊形的基本性質：關於平行四邊形的內角、邊、對角線的幾何性質。,"S-7-1,S-7-4,S-7-5","S-8-10,S-8-11,S-8-12,S-8-3",S,
350,八年級,平行四邊形的基本性質,S-8-9,九年級,三角形的相似性質,S-9-2,js-8-09,主題,平行四邊形的基本性質：關於平行四邊形的內角、邊、對角線的幾何性質。,"S-7-1,S-7-4,S-7-5","S-8-10,S-8-11,S-8-12,S-8-3",S,
350,八年級,平行四邊形的基本性質,S-8-9,九年級,平行線截比例線段,S-9-3,js-8-09,主題,平行四邊形的基本性質：關於平行四邊形的內角、邊、對角線的幾何性質。,"S-7-1,S-7-4,S-7-5","S-8-10,S-8-11,S-8-12,S-8-3",S,
350,八年級,平行四邊形的基本性質,S-8-9,九年級,相似直角三角形邊長比值的不變性,S-9-4,js-8-09,主題,平行四邊形的基本性質：關於平行四邊形的內角、邊、對角線的幾何性質。,"S-7-1,S-7-4,S-7-5","S-8-10,S-8-11,S-8-12,S-8-3",S,
350,八年級,平行四邊形的基本性質,S-8-9,九年級,圓弧長與扇形面積,S-9-5,js-8-09,主題,平行四邊形的基本性質：關於平行四邊形的內角、邊、對角線的幾何性質。,"S-7-1,S-7-4,S-7-5","S-8-10,S-8-11,S-8-12,S-8-3",S,
350,八年級,平行四邊形的基本性質,S-8-9,十年級,集合,D-10-1,js-8-09,主題,平行四邊形的基本性質：關於平行四邊形的內角、邊、對角線的幾何性質。,"S-7-1,S-7-4,S-7-5","S-8-10,S-8-11,S-8-12,S-8-3",S,
351,八年級,平行四邊形的性質,S-8-9,,,,jsc-8-09-1-1,分隔線,,,,,
352,八年級,平行四邊形的判別,S-8-9,,,,jsc-8-09-1-2,分隔線,,,,,
353,八年級,正方形、長方形、箏形的基本性質,S-8-10,九年級,圖形縮放與多邊形相似,S-9-1,js-8-10,主題,正方形、長方形、箏形的基本性質：長方形的對角線等長且互相平分；菱形對角線互相垂直平分；箏形的其中一條對角線垂直平分另一條對角線。,"S-7-4,S-7-5","S-8-9,S-8-11,S-8-3,S-8-7,S-8-8,S-8-12",S,
353,八年級,正方形、長方形、箏形的基本性質,S-8-10,九年級,平行線截比例線段,S-9-3,js-8-10,主題,正方形、長方形、箏形的基本性質：長方形的對角線等長且互相平分；菱形對角線互相垂直平分；箏形的其中一條對角線垂直平分另一條對角線。,"S-7-4,S-7-5","S-8-9,S-8-11,S-8-3,S-8-7,S-8-8,S-8-12",S,
353,八年級,正方形、長方形、箏形的基本性質,S-8-10,九年級,表面積與體積,S-9-13,js-8-10,主題,正方形、長方形、箏形的基本性質：長方形的對角線等長且互相平分；菱形對角線互相垂直平分；箏形的其中一條對角線垂直平分另一條對角線。,"S-7-4,S-7-5","S-8-9,S-8-11,S-8-3,S-8-7,S-8-8,S-8-12",S,
353,八年級,正方形、長方形、箏形的基本性質,S-8-10,十年級,集合,D-10-1,js-8-10,主題,正方形、長方形、箏形的基本性質：長方形的對角線等長且互相平分；菱形對角線互相垂直平分；箏形的其中一條對角線垂直平分另一條對角線。,"S-7-4,S-7-5","S-8-9,S-8-11,S-8-3,S-8-7,S-8-8,S-8-12",S,
354,八年級,菱形與箏形的基本性質,S-8-10,,,,jsc-8-10-1-1,分隔線,,,,,
355,八年級,長方形與正方形的基本性質,S-8-10,,,,jsc-8-10-1-2,分隔線,,,,,
356,八年級,梯形的基本性質,S-8-11,九年級,圖形縮放與多邊形相似,S-9-1,js-8-11,主題,梯形的基本性質：等腰梯形的兩底角相等；等腰梯形為線對稱圖形；梯形兩腰中點的連線段長等於兩底長和的一半，且平行於上下底。,"S-7-4,S-7-5","S-8-9,S-8-10,S-8-3,S-8-7,S-8-12",S,
356,八年級,梯形的基本性質,S-8-11,九年級,平行線截比例線段,S-9-3,js-8-11,主題,梯形的基本性質：等腰梯形的兩底角相等；等腰梯形為線對稱圖形；梯形兩腰中點的連線段長等於兩底長和的一半，且平行於上下底。,"S-7-4,S-7-5","S-8-9,S-8-10,S-8-3,S-8-7,S-8-12",S,
356,八年級,梯形的基本性質,S-8-11,九年級,表面積與體積,S-9-13,js-8-11,主題,梯形的基本性質：等腰梯形的兩底角相等；等腰梯形為線對稱圖形；梯形兩腰中點的連線段長等於兩底長和的一半，且平行於上下底。,"S-7-4,S-7-5","S-8-9,S-8-10,S-8-3,S-8-7,S-8-12",S,
356,八年級,梯形的基本性質,S-8-11,十年級,集合,D-10-1,js-8-11,主題,梯形的基本性質：等腰梯形的兩底角相等；等腰梯形為線對稱圖形；梯形兩腰中點的連線段長等於兩底長和的一半，且平行於上下底。,"S-7-4,S-7-5","S-8-9,S-8-10,S-8-3,S-8-7,S-8-12",S,
357,八年級,梯形基本性質,S-8-11,,,,jsc-8-11-1-1,分隔線,,,,,
358,八年級,尺規作圖與幾何推理,S-8-12,九年級,平行線截比例線段,S-9-3,js-8-12,主題,尺規作圖與幾何推理：複製已知的線段、圓、角、三角形；能以尺規作出指定的中垂線、角平分線、平行線、垂直線；能寫出幾何推理所依據的幾何性質。,"S-7-1,S-7-3,S-7-4,S-7-5","S-8-1,S-8-9,S-8-10,S-8-11,S-8-3",S,
358,八年級,尺規作圖與幾何推理,S-8-12,九年級,證明的意義,S-9-11,js-8-12,主題,尺規作圖與幾何推理：複製已知的線段、圓、角、三角形；能以尺規作出指定的中垂線、角平分線、平行線、垂直線；能寫出幾何推理所依據的幾何性質。,"S-7-1,S-7-3,S-7-4,S-7-5","S-8-1,S-8-9,S-8-10,S-8-11,S-8-3",S,
358,八年級,尺規作圖與幾何推理,S-8-12,九年級,空間中的線與平面,S-9-12,js-8-12,主題,尺規作圖與幾何推理：複製已知的線段、圓、角、三角形；能以尺規作出指定的中垂線、角平分線、平行線、垂直線；能寫出幾何推理所依據的幾何性質。,"S-7-1,S-7-3,S-7-4,S-7-5","S-8-1,S-8-9,S-8-10,S-8-11,S-8-3",S,
359,八年級,等線段、等角、中垂線、垂線、角平分線,S-8-12,,,,jsc-8-12-1-1,分隔線,,,,,
360,八年級,尺規作圖：平行線,S-8-12,,,,jsc-8-12-2-2,分隔線,,,,,
361,八年級,幾何推理,S-8-12,,,,jsc-8-12-3-1,分隔線,,,,,
362,八年級,直角坐標系上兩點的距離公式,G-8-1,九年級,二次函數的圖形與極值,F-9-2,jg-8-01,主題,直角坐標系上兩點的距離公式,"N-7-5,G-7-1","S-8-6,F-8-2,N-7-5,N-8-1,N-8-2",G,
362,八年級,直角坐標系上兩點的距離公式,G-8-1,十年級,圓方程式,G-10-3,jg-8-01,主題,直角坐標系上兩點的距離公式,"N-7-5,G-7-1","S-8-6,F-8-2,N-7-5,N-8-1,N-8-2",G,
363,八年級,3. 距離公式,G-8-1,,,,jgc-8-01-1-1,分隔線,,,,,
364,八年級,二次式的乘法公式,A-8-1,十年級,式的運算,A-10-1,ja-8-01,主題,二次式的乘法公式,A-7-1,"A-8-5,A-8-7",A,
365,八年級,1.(𝑎+𝑏)(𝑐+𝑑) = 𝑎𝑐+𝑎𝑑+𝑏𝑐+𝑏𝑑,A-8-1,,,,jac-8-01-1-1,分隔線,,,,,
366,八年級,2. 和的平方公式,A-8-1,,,,jac-8-01-2-1,分隔線,,,,,
367,八年級,3. 差的平方公式,A-8-1,,,,jac-8-01-2-2,分隔線,,,,,
368,八年級,4. 平方差公式,A-8-1,,,,jac-8-01-3-1,分隔線,,,,,
369,八年級,多項式的意義,A-8-2,十年級,多項式的除法原理,A-10-2,ja-8-02,主題,多項式的意義：一元多項式的定義與相關名詞（多項式、項數、係數、常數項、一次項、二次項、最高次項、升冪、降冪）。,A-7-1,"A-8-3,A-8-4,A-8-6",A,
370,八年級,認識多項式,A-8-2,,,,jac-8-02-1-1,分隔線,,,,,
371,八年級,升冪排列、降冪排列,A-8-2,,,,jac-8-02-1-2,分隔線,,,,,
372,八年級,多項式的四則運算,A-8-3,十年級,多項式的除法原理,A-10-2,ja-8-03,主題,多項式的四則運算：直式、橫式的多項式加法與減法；直式的多項式乘法（乘積最高至三次）；被除式為二次之多項式的除法運算。備註：不涉及使用分離係數法。,,"A-8-2,A-8-4,A-8-5",A,
373,八年級,多項式的加法,A-8-3,,,,jac-8-03-1-1,分隔線,,,,,
374,八年級,多項式的減法,A-8-3,,,,jac-8-03-1-2,分隔線,,,,,
375,八年級,多項式的乘法,A-8-3,,,,jac-8-03-2-1,分隔線,,,,,
376,八年級,多項式的除法,A-8-3,,,,jac-8-03-3-1,分隔線,,,,,
377,八年級,被除式 = 除式 × 商式 + 餘式,A-8-3,,,,jac-8-03-3-2,分隔線,,,,,
378,八年級,因式分解,A-8-4,,,,ja-8-04,主題,因式分解：因式的意義（限制在二次多項式的一次因式）；二次多項式的因式分解意義。,,"A-8-2,A-8-3,A-8-5",A,
379,八年級,1. 認識因式、倍式,A-8-4,,,,jac-8-04-1-1,分隔線,,,,,
380,八年級,2. 認識因式分解的意義,A-8-4,,,,jac-8-04-2-1,分隔線,,,,,
381,八年級,因式分解的方法,A-8-5,,,,ja-8-05,主題,因式分解的方法：提公因式法；利用乘法公式與十字交乘因式分解。備註：只處理整係數ax2+bx+c的因式分解或與乘法公式直接相關者，不處理一般二元齊次二元非齊次式但有一次介入者。,,"A-8-1,A-8-3,A-8-4,A-8-7",A,
382,八年級,3. 利用提公因式做因式分解,A-8-5,,,,jac-8-05-1-1,分隔線,,,,,
383,八年級,4. 利用乘法公式做因式分解,A-8-5,,,,jac-8-05-2-1,分隔線,,,,,
384,八年級,二次項係數為 1 的十字交乘法,A-8-5,,,,jac-8-05-3-1,分隔線,,,,,
385,八年級,二次項係數不為 1 的十字交乘法,A-8-5,,,,jac-8-05-3-2,分隔線,,,,,
386,八年級,綜合應用,A-8-5,,,,jac-8-05-3-3,分隔線,,,,,
387,八年級,一元二次方程式的意義,A-8-6,九年級,二次函數的意義,F-9-1,ja-8-06,主題,一元二次方程式的意義：一元二次方程式及其解，具體情境中列出一元二次方程式。,,"A-8-2,A-8-7",A,
387,八年級,一元二次方程式的意義,A-8-6,十年級,式的運算,A-10-1,ja-8-06,主題,一元二次方程式的意義：一元二次方程式及其解，具體情境中列出一元二次方程式。,,"A-8-2,A-8-7",A,
388,八年級,一元二次方程式及其解的意義,A-8-6,,,,jac-8-06-2-1,分隔線,,,,,
389,八年級,一元二次方程式的解法與應用,A-8-7,十年級,圓方程式,G-10-3,ja-8-07,主題,一元二次方程式的解法與應用：利用因式分解、配方法、公式解一元二次方程式；應用問題；使用計算機計算一元二次方程式根的近似值。,A-7-3,"A-8-1,A-8-5,A-8-6",A,
389,八年級,一元二次方程式的解法與應用,A-8-7,十二年級,複數與方程式,A-12甲-1,ja-8-07,主題,一元二次方程式的解法與應用：利用因式分解、配方法、公式解一元二次方程式；應用問題；使用計算機計算一元二次方程式根的近似值。,A-7-3,"A-8-1,A-8-5,A-8-6",A,
389,八年級,一元二次方程式的解法與應用,A-8-7,十二年級,方程式的虛根,A-12乙-2,ja-8-07,主題,一元二次方程式的解法與應用：利用因式分解、配方法、公式解一元二次方程式；應用問題；使用計算機計算一元二次方程式根的近似值。,A-7-3,"A-8-1,A-8-5,A-8-6",A,
390,八年級,(𝑎𝑥 + 𝑏)(𝑐𝑥 + 𝑑) = 0 ，則 𝑎𝑥 + 𝑏 = 0 或 𝑐𝑥 + 𝑑 = 0,A-8-7,,,,jac-8-07-1-1,分隔線,,,,,
391,八年級,提公因式法解方程式,A-8-7,,,,jac-8-07-1-2,分隔線,,,,,
392,八年級,乘法公式解方程式,A-8-7,,,,jac-8-07-1-3,分隔線,,,,,
393,八年級,十字交乘法解方程式,A-8-7,,,,jac-8-07-1-4,分隔線,,,,,
394,八年級,綜合應用,A-8-7,,,,jac-8-07-1-5,分隔線,,,,,
395,八年級,平方根解法,A-8-7,,,,jac-8-07-2-1,分隔線,,,,,
396,八年級,配方法解一元二次方程式,A-8-7,,,,jac-8-07-2-2,分隔線,,,,,
397,八年級,一元二次方程式的公式解,A-8-7,,,,jac-8-07-2-3,分隔線,,,,,
398,八年級,列一元二次方程式,A-8-7,,,,jac-8-06-1-1,分隔線,,,,,
399,八年級,應用問題,A-8-7,,,,jac-8-07-2-4,分隔線,,,,,
400,八年級,一次函數,F-8-1,九年級,二次函數的意義,F-9-1,jf-8-01,主題,一次函數：透過對應關係認識函數（不要出現f(x)的抽象型式）、常數函數（y=c）、一次函數（y=ax+b）。,"A-7-6,G-7-1,A-7-2",F-8-2,F,
400,八年級,一次函數,F-8-1,九年級,二次函數的圖形與極值,F-9-2,jf-8-01,主題,一次函數：透過對應關係認識函數（不要出現f(x)的抽象型式）、常數函數（y=c）、一次函數（y=ax+b）。,"A-7-6,G-7-1,A-7-2",F-8-2,F,
400,八年級,一次函數,F-8-1,十年級,多項式函數的圖形,F-10-1,jf-8-01,主題,一次函數：透過對應關係認識函數（不要出現f(x)的抽象型式）、常數函數（y=c）、一次函數（y=ax+b）。,"A-7-6,G-7-1,A-7-2",F-8-2,F,
401,八年級,認識函數,F-8-1,,,,jfc-8-01-1-1,分隔線,,,,,
402,八年級,函數值,F-8-1,,,,jfc-8-01-1-2,分隔線,,,,,
403,八年級,一次函數與常數函數,F-8-1,,,,jfc-8-01-2-1,分隔線,,,,,
404,八年級,一次函數的圖形,F-8-2,九年級,二次函數的意義,F-9-1,jf-8-02,主題,一次函數的圖形：常數函數的圖形；一次函數的圖形。,"A-7-6,G-7-1,A-7-2","F-8-1,G-8-1",F,
404,八年級,一次函數的圖形,F-8-2,九年級,二次函數的圖形與極值,F-9-2,jf-8-02,主題,一次函數的圖形：常數函數的圖形；一次函數的圖形。,"A-7-6,G-7-1,A-7-2","F-8-1,G-8-1",F,
404,八年級,一次函數的圖形,F-8-2,十年級,多項式函數的圖形,F-10-1,jf-8-02,主題,一次函數的圖形：常數函數的圖形；一次函數的圖形。,"A-7-6,G-7-1,A-7-2","F-8-1,G-8-1",F,
405,八年級,函數的圖形,F-8-2,,,,jfc-8-02-2-1,分隔線,,,,,
406,八年級,一次函數的圖形,F-8-2,,,,jfc-8-02-2-2,分隔線,,,,,
407,八年級,常數函數的圖形,F-8-2,,,,jfc-8-02-1-1,分隔線,,,,,
408,八年級,函數的應用,F-8-2,,,,jfc-8-02-2-3,分隔線,,,,,
409,八年級,統計資料處理,D-8-1,九年級,統計數據的分布,D-9-1,jd-8-01,主題,統計資料處理：累積次數、相對次數、累積相對次數折線圖。,"D-7-1,D-7-2",,D,
409,八年級,統計資料處理,D-8-1,九年級,認識機率,D-9-2,jd-8-01,主題,統計資料處理：累積次數、相對次數、累積相對次數折線圖。,"D-7-1,D-7-2",,D,
409,八年級,統計資料處理,D-8-1,九年級,古典機率,D-9-3,jd-8-01,主題,統計資料處理：累積次數、相對次數、累積相對次數折線圖。,"D-7-1,D-7-2",,D,
410,八年級,相對次數分配表,D-8-1,,,,jdc-8-01-1-1,分隔線,,,,,
411,八年級,相對次數分配圖,D-8-1,,,,jdc-8-01-1-2,分隔線,,,,,
412,八年級,累積次數分配表,D-8-1,,,,jdc-8-01-1-3,分隔線,,,,,
413,八年級,累積相對次數分配表,D-8-1,,,,jdc-8-01-1-4,分隔線,,,,,
414,八年級,累積次數分配折線圖,D-8-1,,,,jdc-8-01-2-1,分隔線,,,,,
415,八年級,累積相對次數分配折線圖,D-8-1,,,,jdc-8-01-2-2,分隔線,,,,,
416,九年級,連比,N-9-1,十年級,三角比的性質,G-10-7,jn-9-01,主題,連比：連比的記錄;連比推理;連比例式;及其基本運算與相關應用問題;涉及複雜數值時使用計算機協助計算。,N-7-9,"S-8-8,S-9-2,S-9-3,S-9-4",N,
417,九年級,連比的記法與性質,N-9-1,,,,jnc-9-01-1,次主題,,,,,
418,九年級,連比的記法,N-9-1,,,,jnc-9-01-1-1,分隔線,,,,,
419,九年級,連比的運算性質,N-9-1,,,,jnc-9-01-1-2,分隔線,,,,,
420,九年級,連比例式的基本運算,N-9-1,,,,jnc-9-01-2,次主題,,,,,
421,九年級,連比例式的運算性質,N-9-1,,,,jnc-9-01-2-1,分隔線,,,,,
422,九年級,連比例式的應用,N-9-1,,,,jnc-9-01-2-2,分隔線,,,,,
423,九年級,圖形縮放與多邊形相似,S-9-1,十年級,直角三角比,G-10-6,js-9-01,主題,相似形：平面圖形縮放的意義;多邊形相似的意義;對應角相等;對應邊長成比例。,"S-6-1,S-8-4,S-8-5,S-8-8,S-8-1,S-8-2,S-8-9,S-8-10,S-8-11","S-9-2,S-9-3,S-9-4",S,
423,九年級,圖形縮放與多邊形相似,S-9-1,十一年級,平面上的比例,G-11B-3,js-9-01,主題,相似形：平面圖形縮放的意義;多邊形相似的意義;對應角相等;對應邊長成比例。,"S-6-1,S-8-4,S-8-5,S-8-8,S-8-1,S-8-2,S-8-9,S-8-10,S-8-11","S-9-2,S-9-3,S-9-4",S,
424,九年級,多邊形相似的意義,S-9-1,,,,jsc-9-01-1,次主題,,,,,
425,九年級,縮放圖形,S-9-1,,,,jsc-9-01-1-1,分隔線,,,,,
426,九年級,相似多邊形,S-9-1,,,,jsc-9-01-1-2,分隔線,,,,,
427,九年級,三角形的相似性質,S-9-2,十年級,直角三角比,G-10-6,js-9-02,主題,三角形的相似性質：三角形的相似判定(AA、SAS、SSS);對應邊長之比=對應高之比;對應面積之比=對應邊長平方之比;利用三角形相似的概念解應用問題;相似符號(~)。,"S-6-1,S-8-4,S-8-5,S-8-8,S-8-1,S-8-2,S-8-9","S-9-3,S-9-4,S-9-5,N-9-1,S-9-1,S-9-11",S,
428,九年級,三角形的 AA、SAS、SSS 相似性質,S-9-2,,,,jsc-9-02-1,次主題,,,,,
429,九年級,三角形 AAA 相似性質,S-9-2,,,,jsc-9-02-1-1,分隔線,,,,,
430,九年級,三角形 SAS 相似性質,S-9-2,,,,jsc-9-02-1-2,分隔線,,,,,
431,九年級,三角形 SSS 相似性質,S-9-2,,,,jsc-9-02-1-3,分隔線,,,,,
432,九年級,相似三角形對應面積之比為其對應邊長平方之比,S-9-2,,,,jsc-9-02-2,次主題,,,,,
433,九年級,相似三角形的面積與邊長關係,S-9-2,,,,jsc-9-02-2-1,分隔線,,,,,
434,九年級,簡易測量,S-9-2,,,,jsc-9-02-2-2,分隔線,,,,,
435,九年級,相似直角三角形,S-9-2,,,,jsc-9-02-2-3,分隔線,,,,,
436,九年級,平行線截比例線段,S-9-3,十年級,直角三角比,G-10-6,js-9-03,主題,平行線截比例線段：連接三角形兩邊中點的線段必平行於第三邊(其長度等於第三邊的一半);平行線截比例線段性質;利用截線段成比例判定兩直線平行;平行線截比例線段性質的應用。,"S-6-1,N-7-9,S-8-4,S-8-5,S-8-8,S-8-2,S-8-3,S-8-9,S-8-10,S-8-11,S-8-12","S-9-4,S-9-5,N-9-1,S-9-1,S-9-2",S,
436,九年級,平行線截比例線段,S-9-3,十一年級,平面上的比例,G-11B-3,js-9-03,主題,平行線截比例線段：連接三角形兩邊中點的線段必平行於第三邊(其長度等於第三邊的一半);平行線截比例線段性質;利用截線段成比例判定兩直線平行;平行線截比例線段性質的應用。,"S-6-1,N-7-9,S-8-4,S-8-5,S-8-8,S-8-2,S-8-3,S-8-9,S-8-10,S-8-11,S-8-12","S-9-4,S-9-5,N-9-1,S-9-1,S-9-2",S,
437,九年級,平行線截比例線段性質,S-9-3,,,,jsc-9-03-1,次主題,,,,,
438,九年級,三角形底邊與面積關係,S-9-3,,,,jsc-9-03-1-1,分隔線,,,,,
439,九年級,平行線截比例線段性質,S-9-3,,,,jsc-9-03-1-2,分隔線,,,,,
